neighborhood,sqft,bedrooms,bathrooms,lot_size_sqft,year_built,stories,garage_spaces,has_basement,has_porch,renovated_last_10yrs,fireplace,condition_score,distance_to_downtown_km,crime_index,school_rating,walk_score,property_tax_annual,vacant_lot_nearby,sale_price
Lafayette Park,789.0,4,2.5,1957.0,1944,1.0,2.0,0,1,0,1,7.9,2.04,70.7,6.7,35.7,2633.0,0,76483.0
Jefferson-Chalmers,1413.0,2,1.5,6253.0,1941,1.0,2.0,1,1,0,1,3.3,14.71,66.2,6.4,50.1,735.0,1,34736.0
East English Village,1207.0,2,1.5,4197.0,1958,1.0,2.0,1,1,0,0,6.0,10.94,54.7,5.4,28.9,2521.0,1,12000.0
Boston-Edison,1873.0,3,1.5,2691.0,1985,2.0,1.0,1,0,0,0,8.8,9.79,30.9,6.3,48.8,1482.0,0,296771.0
Warrendale,1660.0,4,1.0,5699.0,1951,2.0,0.0,1,0,0,0,4.1,14.16,62.9,6.2,31.6,1554.0,1,12000.0
Chadsey-Condon,1403.0,3,1.0,6842.0,1917,1.0,0.0,1,1,0,0,2.9,4.96,67.3,4.0,46.9,1453.0,0,12000.0
Russell Woods,1675.0,4,1.0,6286.0,1931,1.5,0.0,0,1,1,0,6.7,17.86,64.6,5.7,64.4,1916.0,0,54388.0
Morningside,1071.0,2,1.5,8522.0,1907,1.5,1.0,0,1,0,0,3.6,12.06,54.4,4.5,43.4,2032.0,0,12000.0
Grandmont-Rosedale,1088.0,4,1.5,2267.0,1944,1.0,2.0,0,1,0,0,4.1,12.76,55.6,5.3,42.4,1325.0,0,12000.0
Boston-Edison,923.0,4,1.5,3807.0,1918,1.5,0.0,1,1,0,1,7.3,2.09,63.6,5.9,39.3,1532.0,0,166642.0
Cody Rouge,1601.0,1,1.0,8153.0,1932,1.0,0.0,1,0,0,0,4.7,15.02,93.9,3.9,55.0,3132.0,0,12000.0
Morningside,1159.0,3,1.0,6747.0,1908,2.0,0.0,1,1,1,0,3.6,2.07,45.7,4.1,42.5,1748.0,0,12000.0
Midtown,873.0,3,1.0,2970.0,1920,1.0,1.0,1,1,1,1,8.4,14.03,39.8,7.3,32.8,1667.0,0,150904.0
Chadsey-Condon,875.0,3,1.0,2795.0,1953,1.0,2.0,1,1,0,0,,9.67,92.5,,22.2,1912.0,0,12000.0
Indian Village,1343.0,3,1.5,3777.0,1939,2.0,2.0,1,1,0,0,7.1,15.63,69.8,8.1,37.4,2177.0,0,334942.0
Corktown,515.0,4,2.5,4596.0,1944,1.5,1.0,1,0,0,0,7.1,2.01,63.3,5.9,50.9,2437.0,0,184824.0
Brightmoor,1828.0,2,1.0,4255.0,1948,2.5,1.0,1,1,0,0,3.6,9.07,99.1,2.3,48.0,1950.0,0,12000.0
Greenfield,2022.0,3,2.0,3927.0,1926,1.5,0.0,1,1,0,0,7.2,8.99,72.9,4.0,55.2,814.0,0,60170.0
Corktown,480.0,3,2.0,6065.0,1961,2.0,0.0,1,1,0,0,6.7,12.9,64.8,7.3,34.8,2334.0,0,140674.0
Warrendale,1951.0,3,1.0,1256.0,1950,2.0,2.0,0,1,0,1,7.4,10.45,73.6,3.3,56.5,1958.0,1,38705.0
Sherwood Forest,1473.0,1,1.5,6340.0,1918,1.0,0.0,0,1,0,1,6.0,11.76,67.7,7.4,47.2,2688.0,1,66204.0
Midtown,908.0,3,1.5,5320.0,1928,1.0,2.0,0,1,0,0,6.5,8.09,54.3,8.6,49.4,1353.0,0,112148.0
East English Village,2376.0,2,1.0,5905.0,1975,2.0,1.0,1,0,0,1,4.9,6.2,55.9,5.8,62.8,1824.0,0,170593.0
Chadsey-Condon,1328.0,3,1.0,6909.0,1922,1.0,2.0,1,1,0,1,4.4,8.09,79.1,4.5,31.5,1121.0,0,12000.0
Corktown,596.0,3,2.0,4669.0,1965,2.0,1.0,1,1,0,0,8.9,0.5,15.3,6.9,26.5,879.0,0,227880.0
Palmer Woods,1566.0,4,1.0,4373.0,1952,1.0,1.0,0,1,0,0,4.3,6.58,64.6,8.0,38.3,2954.0,0,364251.0
Cody Rouge,1417.0,4,1.0,5084.0,1923,2.0,0.0,1,1,0,1,2.4,2.1,73.3,4.3,55.4,509.0,1,12000.0
Cody Rouge,1141.0,3,1.5,6284.0,1934,1.0,1.0,1,1,1,1,2.0,1.51,91.9,3.4,54.5,1549.0,0,12000.0
Chadsey-Condon,1995.0,1,3.0,3579.0,1994,1.0,0.0,1,1,0,0,3.3,9.35,72.5,5.2,29.9,1370.0,1,12000.0
Palmer Woods,863.0,4,1.0,4536.0,1964,2.0,1.0,0,1,0,1,4.6,0.63,61.6,7.2,56.9,2506.0,0,286390.0
Russell Woods,1466.0,2,1.0,5497.0,1978,1.0,2.0,1,1,0,0,3.2,9.7,43.9,5.1,53.3,2087.0,0,12000.0
East English Village,1781.0,2,2.5,5037.0,1950,2.0,1.0,0,0,0,1,5.0,9.83,77.5,3.9,54.1,1693.0,0,22310.0
Jefferson-Chalmers,2863.0,2,1.5,1200.0,1960,1.0,0.0,1,1,0,0,4.5,0.5,74.3,2.7,54.9,346.0,1,121982.0
Midtown,2139.0,3,1.0,4744.0,1948,2.0,0.0,1,1,0,0,6.8,6.8,60.5,6.9,32.7,1111.0,0,240388.0
Greenfield,480.0,2,1.5,7951.0,1943,2.0,2.0,1,1,0,0,3.5,7.7,78.8,4.5,61.6,521.0,0,12000.0
University District,1000.0,5,2.5,4596.0,1926,2.0,0.0,1,1,0,0,,5.53,36.1,6.6,64.3,1142.0,0,118552.0
Cody Rouge,2008.0,2,1.5,3828.0,1950,1.0,1.0,1,1,1,0,5.4,10.13,88.3,3.6,37.7,2335.0,0,48494.0
Chadsey-Condon,1166.0,2,2.0,3021.0,1912,1.0,2.0,0,1,0,1,3.2,10.79,93.6,1.7,35.6,1805.0,0,12000.0
Greenfield,1897.0,3,1.0,7357.0,1945,1.0,1.0,1,1,0,1,5.0,8.41,73.7,2.6,38.9,2746.0,1,25591.0
Jefferson-Chalmers,1663.0,2,2.0,5509.0,1954,2.0,0.0,1,1,0,0,7.6,10.91,59.9,4.2,34.6,2821.0,0,46956.0
Boston-Edison,2212.0,4,2.0,1878.0,1950,1.0,1.0,1,1,0,0,6.0,8.52,68.2,7.4,22.3,1485.0,0,338468.0
Jefferson-Chalmers,2127.0,3,2.0,5541.0,1961,1.0,0.0,0,1,0,0,5.8,14.6,63.2,6.3,62.1,1837.0,0,86696.0
Russell Woods,609.0,3,1.0,3061.0,1944,2.5,1.0,0,1,0,1,5.4,10.25,63.8,3.5,39.8,1465.0,0,12000.0
Bagley,1150.0,3,1.5,5274.0,1976,1.5,1.0,1,1,0,0,2.3,0.5,65.6,6.1,41.5,1110.0,0,31675.0
Palmer Woods,1942.0,3,1.0,1200.0,1929,1.0,0.0,0,1,0,1,8.1,2.43,38.9,9.1,46.0,2212.0,0,424158.0
University District,1372.0,4,2.5,3933.0,1955,1.5,1.0,0,1,1,0,3.3,2.82,62.4,8.5,57.8,1994.0,0,168231.0
Warrendale,1499.0,3,1.5,4480.0,1979,1.0,1.0,0,1,0,0,4.7,6.86,66.8,5.5,50.1,1958.0,0,12000.0
Warrendale,1857.0,3,2.5,5920.0,1931,1.5,,1,0,1,1,,5.62,55.1,,,3166.0,0,60336.0
Greenfield,1179.0,3,1.5,5237.0,1949,1.0,1.0,1,1,0,0,4.9,6.99,92.8,4.2,20.7,1797.0,1,12000.0
Russell Woods,1594.0,3,1.0,4425.0,1974,1.5,0.0,1,0,0,0,2.6,4.62,82.0,3.0,32.1,1359.0,0,12000.0
Boston-Edison,1371.0,1,2.0,5490.0,1938,2.0,0.0,0,1,0,0,7.5,14.49,34.8,6.0,55.8,1383.0,0,240355.0
West Village,1677.0,2,2.0,5159.0,1958,1.5,0.0,1,1,0,1,5.1,17.77,67.6,5.9,41.1,1767.0,0,146510.0
Grandmont-Rosedale,1516.0,2,1.5,3646.0,1908,1.5,0.0,1,1,0,1,6.3,4.65,88.5,5.6,44.5,1254.0,0,70517.0
West Village,1396.0,3,1.5,3351.0,1956,1.0,1.0,1,0,0,0,3.5,9.35,68.0,5.5,46.5,2422.0,0,167618.0
Morningside,1155.0,2,2.0,4531.0,1972,2.0,0.0,1,0,0,0,5.6,10.44,64.1,5.4,52.8,2731.0,0,12673.0
Lafayette Park,1715.0,4,1.0,5555.0,1974,2.0,1.0,1,1,0,0,6.4,8.1,61.4,7.4,54.9,2385.0,0,234141.0
Bagley,1968.0,2,2.0,3510.0,1972,2.0,1.0,1,0,1,0,5.7,17.68,47.9,4.5,31.1,1637.0,0,139438.0
Bagley,1248.0,4,2.0,1200.0,1952,1.5,0.0,0,0,0,0,5.3,9.43,48.1,5.2,59.4,2566.0,0,23925.0
Russell Woods,1689.0,3,2.0,6837.0,1955,1.0,1.0,1,1,0,0,5.7,0.5,74.0,5.5,34.8,2562.0,0,47471.0
Cody Rouge,1656.0,3,2.0,2337.0,1952,1.0,1.0,0,1,0,0,4.3,12.89,76.0,3.5,40.2,1803.0,1,12000.0
Chadsey-Condon,957.0,4,1.5,6453.0,1970,1.5,2.0,1,0,0,1,3.1,8.29,100.0,4.0,44.1,2142.0,0,12000.0
Greenfield,1666.0,3,1.0,6704.0,1935,1.0,0.0,0,1,1,0,,10.57,59.1,,59.4,2147.0,0,36225.0
Jefferson-Chalmers,684.0,4,1.5,3808.0,1951,2.0,2.0,0,1,0,1,6.6,12.34,53.4,5.2,41.5,1647.0,0,12000.0
Lafayette Park,925.0,3,2.0,4657.0,1937,2.0,,0,0,0,0,,11.91,69.1,,,1683.0,0,94017.0
University District,1233.0,3,1.0,3282.0,1952,2.0,1.0,1,0,1,1,6.0,6.72,41.9,6.1,43.6,1486.0,0,174066.0
Indian Village,1363.0,3,1.0,4263.0,1940,1.0,0.0,1,1,0,1,5.9,16.99,42.9,6.4,48.0,2755.0,0,218751.0
Midtown,537.0,4,1.5,4192.0,1939,1.0,2.0,1,1,0,1,7.4,10.72,35.4,7.0,43.6,1527.0,0,71977.0
Bagley,1645.0,2,1.0,7116.0,1951,1.0,1.0,0,1,0,0,6.4,7.37,65.9,5.8,51.1,1457.0,0,82087.0
West Village,2232.0,4,1.0,4908.0,1941,2.0,1.0,1,1,0,0,6.2,12.57,74.2,7.4,38.7,1047.0,0,185522.0
East English Village,834.0,3,1.0,4354.0,1927,2.0,0.0,0,1,1,1,8.2,11.51,24.9,3.4,57.3,1153.0,1,12000.0
Greenfield,1264.0,1,1.0,4455.0,1938,1.0,0.0,1,1,1,1,4.7,7.17,74.4,3.4,46.0,1061.0,0,12000.0
Indian Village,1807.0,3,1.5,4443.0,1959,1.0,1.0,1,1,0,1,8.0,11.6,47.9,8.7,39.9,2469.0,0,369115.0
Bagley,801.0,2,1.0,5898.0,1958,1.0,2.0,0,1,0,1,5.8,5.94,34.0,5.8,54.5,608.0,0,45642.0
Boston-Edison,1409.0,3,1.5,4561.0,1954,2.0,1.0,0,1,0,0,6.8,9.68,70.8,6.4,52.7,1273.0,0,225021.0
West Village,596.0,4,2.0,5112.0,1962,2.0,1.0,1,1,0,0,4.9,9.52,54.9,6.5,37.7,2106.0,0,133837.0
Brightmoor,1667.0,2,2.0,3061.0,1953,1.0,1.0,0,1,0,0,5.4,15.12,83.8,3.6,51.8,1835.0,0,12000.0
Russell Woods,1065.0,4,1.0,6735.0,1949,1.5,2.0,1,1,1,0,3.8,20.63,90.1,4.6,34.8,1659.0,0,12000.0
Lafayette Park,1583.0,1,1.0,6131.0,1959,1.0,0.0,0,1,0,0,5.9,15.42,47.1,7.1,19.7,2262.0,0,96070.0
East English Village,885.0,4,1.5,7076.0,1934,1.0,1.0,0,0,0,0,4.0,5.04,81.6,4.8,61.3,1421.0,0,12000.0
Russell Woods,1246.0,3,2.0,4116.0,1954,2.0,0.0,1,1,0,1,6.2,6.28,56.6,6.1,65.8,1340.0,1,27218.0
Russell Woods,480.0,3,1.0,5663.0,1890,2.0,2.0,1,1,0,0,8.3,12.92,85.6,4.5,43.0,1467.0,0,12000.0
Morningside,672.0,3,2.5,6346.0,1939,1.0,1.0,0,1,0,1,,0.7,78.4,,76.0,1102.0,0,12000.0
Warrendale,1243.0,3,1.5,6549.0,1967,2.0,1.0,1,1,0,1,3.5,4.2,85.8,4.4,30.7,1594.0,1,12000.0
Lafayette Park,917.0,4,1.0,4306.0,1928,2.5,1.0,1,1,1,0,6.4,7.1,36.4,6.8,61.3,2423.0,0,168830.0
Lafayette Park,1397.0,2,2.0,6258.0,1922,2.0,1.0,0,1,0,0,6.5,8.77,49.7,8.7,58.7,2479.0,0,180049.0
University District,2280.0,1,1.5,2344.0,1939,2.0,2.0,1,1,0,1,7.1,15.29,78.6,6.6,56.9,1829.0,0,236011.0
Greenfield,1507.0,2,1.5,6708.0,1946,1.0,1.0,1,1,1,1,5.4,6.05,69.1,3.3,63.6,1594.0,0,59693.0
Warrendale,1463.0,2,1.5,4805.0,1975,2.0,2.0,1,1,0,0,2.2,10.23,53.6,3.6,43.8,2601.0,0,12000.0
Greenfield,1029.0,3,1.0,1200.0,1954,1.5,0.0,1,0,0,0,7.2,4.59,60.1,5.8,66.9,1582.0,0,12000.0
Sherwood Forest,836.0,4,1.5,7484.0,1960,2.0,,0,1,1,0,,2.86,66.7,,,1299.0,1,109382.0
West Village,1594.0,3,1.5,6423.0,1937,1.0,1.0,1,1,0,0,6.1,5.21,54.2,8.3,44.6,1790.0,0,185549.0
University District,2181.0,1,1.5,7215.0,1950,1.5,0.0,1,0,0,0,6.3,6.43,46.5,6.0,40.9,1988.0,0,205230.0
Brightmoor,1497.0,3,1.0,4702.0,1938,1.0,2.0,1,0,0,1,1.7,15.95,84.7,5.5,66.9,587.0,0,12000.0
Greenfield,1391.0,3,2.0,4874.0,1931,1.5,2.0,1,1,0,1,4.6,11.03,54.5,3.8,44.9,907.0,0,12000.0
Warrendale,1341.0,4,2.0,5619.0,1919,2.0,1.0,0,1,1,0,3.5,14.63,84.9,5.0,69.9,2391.0,0,12000.0
Russell Woods,1541.0,3,1.5,3813.0,1975,1.0,0.0,0,1,0,0,4.7,13.32,69.3,3.2,41.1,2184.0,0,12000.0
Lafayette Park,1219.0,3,1.5,4976.0,1957,1.0,1.0,1,1,0,0,7.1,11.16,64.3,5.5,38.2,1398.0,0,134672.0
Warrendale,1795.0,4,1.5,3611.0,1939,1.0,0.0,0,1,1,0,5.3,9.61,69.7,4.6,48.3,446.0,0,44860.0
Grandmont-Rosedale,1407.0,2,1.0,4816.0,1905,1.5,1.0,0,1,0,0,,4.54,49.9,,,2758.0,0,18421.0
West Village,1939.0,2,1.0,8461.0,1957,2.5,2.0,0,1,1,0,4.5,11.91,56.0,6.6,58.4,452.0,0,258218.0
West Village,1617.0,2,1.0,4028.0,1970,2.0,0.0,0,0,1,0,5.5,19.72,64.6,7.9,33.2,1082.0,0,205492.0
Midtown,1432.0,3,1.0,5055.0,1955,2.0,1.0,1,0,0,0,8.9,14.32,60.6,6.5,41.3,2678.0,0,162013.0
Corktown,1541.0,2,3.0,5505.0,1962,1.5,0.0,1,1,1,0,5.8,7.65,57.5,7.5,46.5,2017.0,0,331733.0
Lafayette Park,1216.0,2,1.0,1364.0,1961,1.0,0.0,1,1,0,1,9.5,14.69,46.2,5.8,40.7,1687.0,0,142889.0
Palmer Woods,1770.0,3,2.5,7117.0,1971,1.0,0.0,1,1,0,0,6.4,0.5,59.4,8.9,40.7,2224.0,0,396564.0
Jefferson-Chalmers,1843.0,4,2.5,5548.0,1921,2.0,0.0,1,1,0,0,7.2,14.95,60.5,5.1,52.1,2287.0,0,99513.0
Grandmont-Rosedale,654.0,3,2.0,3357.0,1943,1.5,2.0,1,1,0,0,3.4,14.08,60.6,5.4,43.6,1779.0,0,12000.0
West Village,1664.0,3,1.5,3063.0,1946,2.5,1.0,0,1,0,0,7.6,0.83,60.3,7.9,52.1,1096.0,0,233897.0
Midtown,2418.0,4,3.0,5586.0,1928,1.5,2.0,0,1,1,0,4.7,4.25,54.9,8.6,26.0,721.0,0,325321.0
Grandmont-Rosedale,480.0,4,1.0,4150.0,1955,1.0,0.0,1,0,0,0,4.7,17.36,75.6,6.2,14.9,2205.0,1,12000.0
Bagley,754.0,2,1.0,4678.0,1957,1.5,1.0,1,1,0,1,6.7,6.36,47.7,4.8,70.1,2390.0,1,35559.0
Cody Rouge,935.0,3,1.0,6568.0,1985,2.0,1.0,1,1,1,0,6.7,0.5,79.1,3.8,68.0,2884.0,0,12000.0
Midtown,1874.0,2,2.0,4349.0,1934,2.0,2.0,0,1,0,0,6.4,10.38,32.2,6.9,53.8,1946.0,0,207843.0
Bagley,1262.0,1,1.5,2395.0,1973,1.0,2.0,0,1,0,0,5.9,0.5,78.9,6.4,62.5,1098.0,0,72319.0
Cody Rouge,651.0,3,1.0,6228.0,1957,1.5,,1,0,0,0,,7.13,59.3,,,2276.0,0,12000.0
Greenfield,2310.0,4,1.5,3932.0,1977,2.0,0.0,0,1,0,1,6.1,0.5,68.6,4.3,73.6,2470.0,1,110083.0
Chadsey-Condon,1391.0,2,1.0,5494.0,1957,1.0,1.0,1,1,0,1,3.3,11.79,55.0,4.7,58.0,1829.0,0,12000.0
Jefferson-Chalmers,691.0,4,2.5,2625.0,1916,2.0,0.0,1,1,0,1,5.1,11.3,72.3,5.8,46.7,2007.0,0,12000.0
Bagley,1241.0,3,1.5,6111.0,1962,1.0,1.0,0,0,1,1,6.1,3.42,34.5,5.0,44.3,2327.0,0,101486.0
Indian Village,1710.0,2,2.0,4031.0,1930,1.0,1.0,1,0,0,1,8.4,12.41,29.7,8.4,43.4,2221.0,0,297170.0
Grandmont-Rosedale,2047.0,2,2.0,4735.0,1964,1.5,1.0,0,1,0,1,5.7,18.08,61.7,5.1,44.6,1500.0,0,108177.0
University District,1121.0,2,2.5,2849.0,1948,1.0,1.0,1,1,0,0,,7.28,77.2,,,736.0,0,116913.0
Grandmont-Rosedale,1458.0,3,1.5,3208.0,1973,1.0,0.0,1,0,0,1,6.1,2.5,68.5,6.1,49.1,2934.0,1,60872.0
Cody Rouge,931.0,3,1.0,6639.0,1933,2.0,1.0,1,1,0,1,4.9,8.83,64.6,4.6,39.7,1879.0,0,12000.0
University District,1672.0,4,3.0,2989.0,1950,2.0,2.0,1,0,0,0,5.2,5.41,40.4,6.8,65.6,393.0,0,202815.0
Grandmont-Rosedale,2118.0,4,2.5,2601.0,1971,1.0,2.0,1,0,0,0,7.0,7.76,71.3,5.2,51.7,1975.0,0,160025.0
Jefferson-Chalmers,562.0,2,1.5,1229.0,1891,1.0,0.0,1,1,0,1,2.5,12.22,71.9,4.6,51.6,1667.0,0,12000.0
Russell Woods,893.0,3,1.0,4886.0,1935,1.0,1.0,1,0,0,0,2.6,10.49,55.7,6.3,52.9,1520.0,1,12000.0
Grandmont-Rosedale,2418.0,4,2.0,1305.0,1961,1.0,0.0,1,0,0,1,5.1,16.27,70.6,8.6,23.3,1446.0,0,127811.0
Sherwood Forest,1566.0,3,2.0,1371.0,1938,1.0,0.0,1,0,1,0,8.2,6.98,37.6,3.7,46.6,1895.0,0,155689.0
Lafayette Park,962.0,5,1.5,5061.0,1976,2.0,2.0,1,1,0,1,6.1,5.75,54.6,7.5,71.8,2005.0,0,193412.0
Cody Rouge,917.0,3,1.0,3878.0,1969,1.0,2.0,1,1,0,0,3.5,5.72,100.0,2.3,84.4,1527.0,0,12000.0
University District,783.0,4,1.5,3217.0,1918,1.0,0.0,1,1,1,0,6.2,14.8,55.1,5.4,20.7,2871.0,0,75242.0
West Village,1457.0,3,2.0,3306.0,1926,1.0,1.0,1,0,0,0,7.1,9.22,69.7,6.9,39.9,476.0,0,203653.0
Morningside,480.0,4,1.0,5117.0,1920,2.5,1.0,1,1,0,1,4.7,6.31,41.5,4.5,50.4,1912.0,0,12000.0
Sherwood Forest,1224.0,3,2.0,2160.0,1945,1.5,1.0,1,1,0,0,4.1,8.38,43.1,6.4,21.8,2560.0,0,53808.0
Boston-Edison,923.0,4,1.0,7630.0,1928,1.0,0.0,1,1,0,0,2.7,2.81,48.3,6.6,55.4,1275.0,0,126173.0
Corktown,2116.0,3,2.0,5910.0,1955,1.0,2.0,1,1,0,0,5.7,8.65,52.8,6.0,49.4,1891.0,0,364666.0
Jefferson-Chalmers,1921.0,4,2.0,3840.0,1893,1.5,1.0,0,1,0,0,5.7,8.17,46.5,2.2,47.3,1251.0,1,74800.0
Boston-Edison,1556.0,4,1.0,3410.0,1958,1.5,2.0,1,1,0,1,4.3,12.95,40.9,7.6,31.7,2157.0,0,217763.0
Bagley,1917.0,3,1.0,3367.0,1950,1.5,1.0,1,1,0,0,2.5,3.06,68.6,5.8,34.0,2145.0,0,108280.0
Greenfield,1534.0,3,2.0,4115.0,1938,2.0,2.0,1,0,1,0,6.7,9.76,58.8,5.6,47.2,632.0,0,72369.0
Morningside,1546.0,2,1.0,7066.0,1930,1.0,2.0,1,1,0,1,2.9,15.63,79.7,3.8,22.6,3414.0,0,12000.0
Russell Woods,1395.0,2,1.0,7972.0,1951,1.0,0.0,1,1,1,0,7.2,13.22,53.1,4.7,29.6,1601.0,0,34599.0
Chadsey-Condon,1552.0,3,2.0,7060.0,1962,2.0,1.0,0,1,0,1,3.2,6.16,91.1,2.5,65.5,1074.0,0,12000.0
Cody Rouge,1470.0,3,3.0,4305.0,1941,1.0,1.0,0,0,0,0,4.6,1.65,69.8,4.6,43.0,801.0,0,12000.0
Indian Village,1431.0,4,2.0,5730.0,1945,2.0,0.0,1,1,1,0,6.1,14.1,31.6,6.9,57.8,1345.0,0,372250.0
Bagley,2198.0,6,2.5,5665.0,1999,1.5,0.0,1,1,0,0,6.5,7.46,65.0,6.5,50.7,1216.0,0,245874.0
Corktown,1784.0,2,2.5,5809.0,1934,1.0,1.0,0,0,0,0,7.7,11.72,25.4,5.6,50.8,1450.0,0,302930.0
Palmer Woods,1272.0,2,1.5,6129.0,1922,1.0,2.0,0,1,1,0,6.4,6.35,52.1,6.6,54.1,1173.0,0,403713.0
Grandmont-Rosedale,1064.0,3,1.5,2892.0,2007,2.0,2.0,1,1,0,0,6.8,12.08,60.0,7.2,47.0,2105.0,0,90109.0
Palmer Woods,1569.0,3,2.0,3334.0,1977,1.0,2.0,1,0,0,0,7.2,5.53,24.8,7.8,64.8,1124.0,0,486448.0
Palmer Woods,2258.0,2,1.0,3233.0,1963,1.0,0.0,0,0,0,0,6.9,9.42,25.1,8.0,57.9,924.0,0,364150.0
University District,1895.0,3,1.0,2654.0,1926,2.0,0.0,1,1,0,1,5.5,8.52,73.2,4.8,42.3,1354.0,0,148604.0
Morningside,1889.0,3,1.0,4771.0,1969,1.0,1.0,1,1,0,0,6.0,2.36,81.9,3.2,36.7,1862.0,0,63414.0
Cody Rouge,645.0,3,1.0,1553.0,1939,1.5,1.0,1,1,0,1,4.7,21.07,65.9,3.4,47.7,1945.0,0,12000.0
Lafayette Park,1308.0,5,2.0,4210.0,1916,1.0,2.0,0,1,0,1,6.5,8.17,16.1,6.1,60.1,1358.0,0,177023.0
Grandmont-Rosedale,987.0,3,1.5,3109.0,1977,1.0,0.0,1,0,1,1,6.9,6.28,65.7,6.2,57.7,614.0,0,92403.0
Russell Woods,2616.0,3,1.5,1200.0,1978,2.0,0.0,1,0,0,1,2.9,8.29,76.0,3.7,50.0,1851.0,0,96250.0
Lafayette Park,1176.0,4,1.5,2853.0,1939,1.0,0.0,1,1,1,0,6.1,3.56,54.3,6.4,54.4,2444.0,0,181929.0
Boston-Edison,851.0,4,2.5,4233.0,1942,2.0,2.0,1,0,0,0,8.2,7.44,42.2,6.6,31.8,2471.0,0,244215.0
Greenfield,961.0,4,1.5,4852.0,1943,2.0,0.0,1,1,0,0,6.4,13.31,71.0,5.7,44.3,1528.0,0,12000.0
East English Village,1645.0,3,1.5,3719.0,1975,2.0,2.0,1,0,1,0,4.5,8.72,54.4,5.1,42.7,1365.0,0,95392.0
Jefferson-Chalmers,1817.0,4,1.0,2938.0,1945,1.5,1.0,1,1,0,1,3.1,8.94,57.9,4.3,24.3,587.0,0,66123.0
Indian Village,1786.0,3,2.0,2235.0,1908,1.5,0.0,0,0,0,0,7.8,10.78,51.9,9.5,29.8,1820.0,0,344809.0
Greenfield,2070.0,3,1.5,3949.0,1961,1.0,2.0,1,1,0,0,5.6,15.65,87.8,4.6,37.9,1790.0,0,40313.0
Indian Village,917.0,4,1.5,2486.0,1967,1.0,1.0,1,0,0,1,4.2,7.35,57.4,7.8,65.2,1742.0,0,272708.0
West Village,1801.0,2,1.0,7767.0,1943,1.0,,1,1,0,0,,6.34,70.8,,,1861.0,0,237823.0
Russell Woods,1625.0,2,1.0,1797.0,1943,1.5,1.0,1,0,0,0,3.3,11.33,63.9,4.3,62.9,2470.0,0,12000.0
Bagley,1180.0,3,1.0,2710.0,1948,1.0,0.0,1,0,0,0,6.1,7.61,50.5,7.2,40.3,3008.0,0,67200.0
Midtown,1244.0,2,1.5,7477.0,1946,2.0,2.0,1,1,1,1,7.0,5.34,46.9,7.2,52.7,1477.0,0,240923.0
Brightmoor,1683.0,1,1.0,4201.0,1963,1.0,1.0,1,1,0,0,7.4,13.31,93.4,2.5,48.9,2498.0,0,12000.0
Morningside,2265.0,3,2.5,2701.0,1945,2.0,2.0,1,0,0,1,4.4,7.29,54.3,4.6,31.4,2452.0,0,99392.0
Russell Woods,1977.0,2,1.0,7126.0,1960,2.0,1.0,1,1,0,0,8.3,13.03,45.3,4.2,58.6,2151.0,0,97771.0
West Village,1952.0,3,1.0,5992.0,1947,1.5,0.0,0,1,0,1,5.5,12.35,62.0,6.7,45.3,2462.0,1,230574.0
Boston-Edison,1538.0,4,1.5,6882.0,1956,1.0,1.0,0,1,0,1,5.1,8.51,67.7,7.6,65.0,1588.0,0,289687.0
Corktown,1340.0,4,2.5,4452.0,1952,1.0,1.0,1,1,1,0,8.0,18.64,42.8,6.7,54.0,1374.0,0,264287.0
Midtown,1153.0,4,2.0,7185.0,1932,1.5,1.0,1,1,0,0,6.0,9.01,24.0,6.4,36.1,2400.0,0,119889.0
Warrendale,1321.0,1,1.0,5138.0,1930,2.5,1.0,1,1,0,0,4.9,12.45,73.8,5.4,73.4,793.0,0,12000.0
Cody Rouge,480.0,3,1.5,4730.0,1933,1.0,0.0,1,1,0,0,1.6,1.94,83.1,3.6,44.3,1268.0,0,12000.0
Sherwood Forest,480.0,3,1.0,2909.0,1967,1.0,1.0,0,1,0,0,7.5,4.17,43.9,6.7,48.0,2752.0,1,51842.0
Brightmoor,741.0,4,1.5,5338.0,1966,2.5,,1,1,0,0,,5.76,69.5,,,2070.0,0,12000.0
Palmer Woods,1097.0,3,1.5,1200.0,1943,1.0,0.0,0,1,0,1,4.9,7.18,59.1,6.9,27.2,1910.0,0,316075.0
Chadsey-Condon,1722.0,3,1.0,3742.0,1976,2.0,0.0,1,1,1,0,5.0,8.27,100.0,2.1,45.3,2652.0,0,12000.0
Grandmont-Rosedale,480.0,4,1.5,4962.0,1943,1.0,1.0,0,0,0,1,4.5,12.84,76.7,5.4,47.0,1995.0,0,12000.0
Chadsey-Condon,1110.0,4,1.0,4398.0,1925,1.0,1.0,0,1,0,1,6.2,12.65,92.0,6.6,32.5,603.0,0,12000.0
Corktown,1044.0,2,2.0,2503.0,1926,1.0,0.0,0,0,1,0,5.2,12.01,59.1,4.4,50.0,2109.0,0,157935.0
Morningside,1493.0,5,1.0,5545.0,1994,1.0,1.0,1,0,0,0,5.5,4.06,78.9,5.6,55.6,2377.0,1,40041.0
Russell Woods,1927.0,3,1.5,4322.0,1963,1.0,1.0,1,0,0,0,4.2,13.01,62.3,4.2,61.4,2877.0,1,43948.0
